1, none, minecraft:the_void, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2608, none, terralith:cave/diorite_caves, MONSTER, tconstruct:sky_slime, 80, 2, 4
2609, none, terralith:cave/diorite_caves, MONSTER, goety:wraith, 20, 1, 1
2610, none, terralith:cave/diorite_caves, MONSTER, goety:warlock, 10, 1, 1
2611, none, terralith:cave/diorite_caves, MONSTER, quark:stoneling, 80, 1, 1
2612, none, terralith:cave/diorite_caves, MONSTER, quark:toretoise, 80, 2, 4
2613, none, terralith:cave/diorite_caves, CREATURE, naturalist:snail, 10, 2, 3
2614, none, terralith:cave/diorite_caves, AMBIENT, minecraft:bat, 10, 8, 8
2615, none, terralith:cave/diorite_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2616, badlands, terralith:savanna_badlands, MONSTER, minecraft:spider, 80, 4, 4
2617, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie, 80, 4, 4
2618, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
2619, badlands, terralith:savanna_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
2620, badlands, terralith:savanna_badlands, MONSTER, minecraft:creeper, 80, 4, 4
2621, badlands, terralith:savanna_badlands, MONSTER, minecraft:slime, 80, 4, 4
2622, badlands, terralith:savanna_badlands, MONSTER, minecraft:enderman, 5, 1, 4
2623, badlands, terralith:savanna_badlands, MONSTER, minecraft:witch, 5, 1, 1
2624, badlands, terralith:savanna_badlands, MONSTER, eidolon:wraith, 60, 1, 3
2625, badlands, terralith:savanna_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
2626, badlands, terralith:savanna_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2627, badlands, terralith:savanna_badlands, MONSTER, eidolon:zombie_brute, 60, 1, 3
2628, badlands, terralith:savanna_badlands, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2629, badlands, terralith:savanna_badlands, MONSTER, tconstruct:sky_slime, 80, 2, 4
2630, badlands, terralith:savanna_badlands, MONSTER, goety:wraith, 20, 1, 1
2631, badlands, terralith:savanna_badlands, MONSTER, goety:warlock, 10, 1, 1
2632, badlands, terralith:savanna_badlands, MONSTER, quark:stoneling, 80, 1, 1
2633, badlands, terralith:savanna_badlands, MONSTER, quark:toretoise, 80, 2, 4
2634, badlands, terralith:savanna_badlands, CREATURE, minecraft:horse, 10, 2, 6
2635, badlands, terralith:savanna_badlands, CREATURE, minecraft:donkey, 10, 1, 1
2636, badlands, terralith:savanna_badlands, CREATURE, minecraft:llama, 10, 4, 4
2637, badlands, terralith:savanna_badlands, CREATURE, naturalist:snail, 10, 2, 3
2638, badlands, terralith:savanna_badlands, CREATURE, naturalist:rattlesnake, 10, 1, 1
2639, badlands, terralith:savanna_badlands, CREATURE, naturalist:cardinal, 10, 1, 4
2640, badlands, terralith:savanna_badlands, CREATURE, naturalist:rhino, 15, 1, 3
2641, badlands, terralith:savanna_badlands, CREATURE, naturalist:lion, 10, 3, 5
2642, badlands, terralith:savanna_badlands, CREATURE, naturalist:elephant, 10, 2, 3
2643, badlands, terralith:savanna_badlands, CREATURE, naturalist:zebra, 10, 2, 3
2644, badlands, terralith:savanna_badlands, CREATURE, naturalist:giraffe, 10, 1, 3
2645, badlands, terralith:savanna_badlands, CREATURE, naturalist:hippo, 15, 3, 4
2646, badlands, terralith:savanna_badlands, CREATURE, naturalist:vulture, 15, 2, 4
2647, badlands, terralith:savanna_badlands, AMBIENT, minecraft:bat, 10, 8, 8
2648, badlands, terralith:savanna_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2649, nether, incendium:weeping_valley, MONSTER, minecraft:skeleton, 25, 5, 5
2650, nether, incendium:weeping_valley, MONSTER, minecraft:ghast, 50, 4, 4
2651, nether, incendium:weeping_valley, MONSTER, minecraft:enderman, 5, 4, 4
2652, nether, incendium:weeping_valley, MONSTER, minecraft:magma_cube, 20, 2, 4
2653, nether, incendium:weeping_valley, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2654, nether, incendium:weeping_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
2655, nether, incendium:weeping_valley, CREATURE, minecraft:strider, 60, 1, 2
2656, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:spider, 80, 4, 4
2657, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:zombie, 80, 4, 4
2658, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
2659, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:skeleton, 80, 4, 4
2660, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:creeper, 80, 4, 4
2661, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:slime, 80, 4, 4
2662, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:enderman, 5, 1, 4
2663, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:witch, 5, 1, 1
2664, taiga, terralith:yosemite_lowlands, MONSTER, eidolon:wraith, 60, 1, 3
2665, taiga, terralith:yosemite_lowlands, MONSTER, eidolon:zombie_brute, 60, 1, 3
2666, taiga, terralith:yosemite_lowlands, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2667, taiga, terralith:yosemite_lowlands, MONSTER, tconstruct:sky_slime, 80, 2, 4
2668, taiga, terralith:yosemite_lowlands, MONSTER, goety:wraith, 20, 1, 1
2669, taiga, terralith:yosemite_lowlands, MONSTER, goety:warlock, 10, 1, 1
2670, taiga, terralith:yosemite_lowlands, MONSTER, quark:stoneling, 80, 1, 1
2671, taiga, terralith:yosemite_lowlands, MONSTER, quark:toretoise, 80, 2, 4
2672, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:chicken, 10, 8, 8
2673, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:wolf, 10, 4, 4
2674, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:rabbit, 10, 2, 3
2675, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:fox, 10, 2, 4
2676, taiga, terralith:yosemite_lowlands, CREATURE, eidolon:slimy_slug, 10, 2, 3
2677, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:snail, 10, 2, 3
2678, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:snake, 10, 1, 1
2679, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:bear, 10, 1, 2
2680, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:deer, 10, 1, 3
2681, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:bluejay, 10, 1, 4
2682, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:cardinal, 10, 1, 4
2683, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:robin, 10, 1, 4
2684, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:butterfly, 10, 1, 3
2685, taiga, terralith:yosemite_lowlands, CREATURE, naturalist:lizard, 15, 1, 2
2686, taiga, terralith:yosemite_lowlands, CREATURE, environmental:reindeer, 16, 4, 4
2687, taiga, terralith:yosemite_lowlands, AMBIENT, minecraft:bat, 10, 8, 8
2688, taiga, terralith:yosemite_lowlands, AMBIENT, naturalist:firefly, 10, 2, 3
2689, taiga, terralith:yosemite_lowlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2690, none, terralith:warm_river, MONSTER, minecraft:spider, 80, 4, 4
2691, none, terralith:warm_river, MONSTER, minecraft:zombie, 80, 4, 4
2692, none, terralith:warm_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
2693, none, terralith:warm_river, MONSTER, minecraft:skeleton, 80, 4, 4
2694, none, terralith:warm_river, MONSTER, minecraft:creeper, 80, 4, 4
2695, none, terralith:warm_river, MONSTER, minecraft:slime, 80, 4, 4
2696, none, terralith:warm_river, MONSTER, minecraft:enderman, 5, 1, 4
2697, none, terralith:warm_river, MONSTER, minecraft:witch, 5, 1, 1
2698, none, terralith:warm_river, MONSTER, minecraft:drowned, 80, 1, 1
2699, none, terralith:warm_river, MONSTER, eidolon:wraith, 60, 1, 3
2700, none, terralith:warm_river, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2701, none, terralith:warm_river, MONSTER, eidolon:zombie_brute, 60, 1, 3
2702, none, terralith:warm_river, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2703, none, terralith:warm_river, MONSTER, tconstruct:sky_slime, 80, 2, 4
2704, none, terralith:warm_river, MONSTER, goety:wraith, 20, 1, 1
2705, none, terralith:warm_river, MONSTER, goety:warlock, 10, 1, 1
2706, none, terralith:warm_river, MONSTER, quark:stoneling, 80, 1, 1
2707, none, terralith:warm_river, MONSTER, quark:toretoise, 80, 2, 4
2708, none, terralith:warm_river, CREATURE, naturalist:snail, 10, 2, 3
2709, none, terralith:warm_river, CREATURE, naturalist:coral_snake, 10, 1, 1
2710, none, terralith:warm_river, AMBIENT, minecraft:bat, 10, 8, 8
2711, none, terralith:warm_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2712, none, terralith:warm_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
2713, none, terralith:warm_river, WATER_AMBIENT, minecraft:tropical_fish, 10, 1, 5
2714, none, terralith:cave/fungal_caves, MONSTER, minecraft:spider, 80, 4, 4
2715, none, terralith:cave/fungal_caves, MONSTER, minecraft:zombie, 80, 4, 4
2716, none, terralith:cave/fungal_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
2717, none, terralith:cave/fungal_caves, MONSTER, minecraft:skeleton, 80, 4, 4
2718, none, terralith:cave/fungal_caves, MONSTER, minecraft:creeper, 80, 4, 4
2719, none, terralith:cave/fungal_caves, MONSTER, minecraft:slime, 80, 4, 4
2720, none, terralith:cave/fungal_caves, MONSTER, minecraft:enderman, 5, 1, 4
2721, none, terralith:cave/fungal_caves, MONSTER, minecraft:witch, 5, 1, 1
2722, none, terralith:cave/fungal_caves, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2723, none, terralith:cave/fungal_caves, MONSTER, tconstruct:sky_slime, 80, 2, 4
2724, none, terralith:cave/fungal_caves, MONSTER, quark:stoneling, 80, 1, 1
2725, none, terralith:cave/fungal_caves, MONSTER, quark:toretoise, 80, 2, 4
2726, none, terralith:cave/fungal_caves, CREATURE, cnb:lizard, 10, 1, 4
2727, none, terralith:cave/fungal_caves, CREATURE, naturalist:snail, 10, 2, 3
2728, none, terralith:cave/fungal_caves, AMBIENT, minecraft:bat, 10, 8, 8
2729, none, terralith:cave/fungal_caves, AMBIENT, naturalist:firefly, 10, 2, 3
2730, none, terralith:cave/fungal_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2731, taiga, terralith:shield, MONSTER, minecraft:spider, 80, 4, 4
2732, taiga, terralith:shield, MONSTER, minecraft:zombie, 80, 4, 4
2733, taiga, terralith:shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
2734, taiga, terralith:shield, MONSTER, minecraft:skeleton, 80, 4, 4
2735, taiga, terralith:shield, MONSTER, minecraft:creeper, 80, 4, 4
2736, taiga, terralith:shield, MONSTER, minecraft:slime, 80, 4, 4
2737, taiga, terralith:shield, MONSTER, minecraft:enderman, 5, 1, 4
2738, taiga, terralith:shield, MONSTER, minecraft:witch, 5, 1, 1
2739, taiga, terralith:shield, MONSTER, eidolon:wraith, 60, 1, 3
2740, taiga, terralith:shield, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2741, taiga, terralith:shield, MONSTER, eidolon:zombie_brute, 60, 1, 3
2742, taiga, terralith:shield, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2743, taiga, terralith:shield, MONSTER, tconstruct:sky_slime, 80, 2, 4
2744, taiga, terralith:shield, MONSTER, goety:wraith, 20, 1, 1
2745, taiga, terralith:shield, MONSTER, goety:warlock, 10, 1, 1
2746, taiga, terralith:shield, MONSTER, quark:stoneling, 80, 1, 1
2747, taiga, terralith:shield, MONSTER, quark:toretoise, 80, 2, 4
2748, taiga, terralith:shield, CREATURE, minecraft:chicken, 10, 8, 8
2749, taiga, terralith:shield, CREATURE, minecraft:wolf, 10, 4, 4
2750, taiga, terralith:shield, CREATURE, minecraft:rabbit, 10, 2, 3
2751, taiga, terralith:shield, CREATURE, minecraft:fox, 10, 2, 4
2752, taiga, terralith:shield, CREATURE, eidolon:slimy_slug, 10, 2, 3
2753, taiga, terralith:shield, CREATURE, naturalist:snail, 10, 2, 3
2754, taiga, terralith:shield, CREATURE, naturalist:bear, 10, 1, 2
2755, taiga, terralith:shield, CREATURE, naturalist:bluejay, 10, 1, 4
2756, taiga, terralith:shield, CREATURE, naturalist:canary, 10, 1, 4
2757, taiga, terralith:shield, CREATURE, environmental:reindeer, 16, 4, 4
2758, taiga, terralith:shield, AMBIENT, minecraft:bat, 10, 8, 8
2759, taiga, terralith:shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2760, plains, terralith:lavender_forest, MONSTER, minecraft:spider, 80, 4, 4
2761, plains, terralith:lavender_forest, MONSTER, minecraft:zombie, 80, 4, 4
2762, plains, terralith:lavender_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2763, plains, terralith:lavender_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2764, plains, terralith:lavender_forest, MONSTER, minecraft:creeper, 80, 4, 4
2765, plains, terralith:lavender_forest, MONSTER, minecraft:slime, 80, 4, 4
2766, plains, terralith:lavender_forest, MONSTER, minecraft:enderman, 5, 1, 4
2767, plains, terralith:lavender_forest, MONSTER, minecraft:witch, 5, 1, 1
2768, plains, terralith:lavender_forest, MONSTER, eidolon:wraith, 60, 1, 3
2769, plains, terralith:lavender_forest, MONSTER, eidolon:zombie_brute, 60, 1, 3
2770, plains, terralith:lavender_forest, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2771, plains, terralith:lavender_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
2772, plains, terralith:lavender_forest, MONSTER, goety:wraith, 20, 1, 1
2773, plains, terralith:lavender_forest, MONSTER, goety:warlock, 10, 1, 1
2774, plains, terralith:lavender_forest, MONSTER, quark:stoneling, 80, 1, 1
2775, plains, terralith:lavender_forest, MONSTER, quark:toretoise, 80, 2, 4
2776, plains, terralith:lavender_forest, CREATURE, minecraft:sheep, 20, 8, 8
2777, plains, terralith:lavender_forest, CREATURE, minecraft:cow, 25, 8, 8
2778, plains, terralith:lavender_forest, CREATURE, minecraft:rabbit, 10, 2, 3
2779, plains, terralith:lavender_forest, CREATURE, naturalist:snail, 10, 2, 3
2780, plains, terralith:lavender_forest, CREATURE, naturalist:snake, 10, 1, 1
2781, plains, terralith:lavender_forest, CREATURE, naturalist:bear, 10, 1, 2
2782, plains, terralith:lavender_forest, CREATURE, naturalist:deer, 10, 1, 3
2783, plains, terralith:lavender_forest, CREATURE, naturalist:cardinal, 10, 1, 4
2784, plains, terralith:lavender_forest, CREATURE, naturalist:robin, 10, 1, 4
2785, plains, terralith:lavender_forest, CREATURE, naturalist:butterfly, 10, 1, 3
2786, plains, terralith:lavender_forest, CREATURE, naturalist:lizard, 15, 1, 2
2787, plains, terralith:lavender_forest, AMBIENT, minecraft:bat, 10, 8, 8
2788, plains, terralith:lavender_forest, AMBIENT, naturalist:firefly, 10, 2, 3
2789, plains, terralith:lavender_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2790, none, terralith:warped_mesa, MONSTER, minecraft:spider, 70, 4, 4
2791, none, terralith:warped_mesa, MONSTER, minecraft:zombie, 70, 4, 4
2792, none, terralith:warped_mesa, MONSTER, minecraft:zombie_villager, 10, 1, 1
2793, none, terralith:warped_mesa, MONSTER, minecraft:skeleton, 70, 4, 4
2794, none, terralith:warped_mesa, MONSTER, minecraft:creeper, 70, 4, 4
2795, none, terralith:warped_mesa, MONSTER, minecraft:slime, 80, 4, 4
2796, none, terralith:warped_mesa, MONSTER, minecraft:enderman, 5, 1, 3
2797, none, terralith:warped_mesa, MONSTER, minecraft:witch, 5, 1, 1
2798, none, terralith:warped_mesa, MONSTER, eidolon:wraith, 60, 1, 3
2799, none, terralith:warped_mesa, MONSTER, graveyard:nightmare, 10, 1, 1
2800, none, terralith:warped_mesa, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2801, none, terralith:warped_mesa, MONSTER, eidolon:zombie_brute, 60, 1, 3
2802, none, terralith:warped_mesa, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2803, none, terralith:warped_mesa, MONSTER, tconstruct:sky_slime, 80, 2, 4
2804, none, terralith:warped_mesa, MONSTER, goety:wraith, 20, 1, 1
2805, none, terralith:warped_mesa, MONSTER, goety:warlock, 10, 1, 1
2806, none, terralith:warped_mesa, MONSTER, quark:stoneling, 80, 1, 1
2807, none, terralith:warped_mesa, MONSTER, quark:toretoise, 80, 2, 4
2808, none, terralith:warped_mesa, CREATURE, naturalist:snail, 10, 2, 3
2809, none, terralith:warped_mesa, CREATURE, naturalist:bluejay, 10, 1, 4
2810, none, terralith:warped_mesa, CREATURE, naturalist:canary, 10, 1, 4
2811, none, terralith:warped_mesa, CREATURE, naturalist:robin, 10, 1, 4
2812, none, terralith:warped_mesa, AMBIENT, minecraft:bat, 10, 8, 8
2813, none, terralith:warped_mesa, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2814, none, terralith:snowy_shield, MONSTER, minecraft:spider, 80, 4, 4
2815, none, terralith:snowy_shield, MONSTER, minecraft:zombie, 80, 4, 4
2816, none, terralith:snowy_shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
2817, none, terralith:snowy_shield, MONSTER, minecraft:skeleton, 80, 4, 4
2818, none, terralith:snowy_shield, MONSTER, minecraft:creeper, 80, 4, 4
2819, none, terralith:snowy_shield, MONSTER, minecraft:slime, 80, 4, 4
2820, none, terralith:snowy_shield, MONSTER, minecraft:enderman, 5, 1, 4
2821, none, terralith:snowy_shield, MONSTER, eidolon:wraith, 60, 1, 3
2822, none, terralith:snowy_shield, MONSTER, graveyard:nightmare, 10, 1, 1
2823, none, terralith:snowy_shield, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2824, none, terralith:snowy_shield, MONSTER, eidolon:zombie_brute, 60, 1, 3
2825, none, terralith:snowy_shield, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2826, none, terralith:snowy_shield, MONSTER, tconstruct:sky_slime, 80, 2, 4
2827, none, terralith:snowy_shield, MONSTER, savage_and_ravage:iceologer, 10, 1, 1
2828, none, terralith:snowy_shield, MONSTER, goety:wraith, 20, 1, 1
2829, none, terralith:snowy_shield, MONSTER, goety:warlock, 10, 1, 1
2830, none, terralith:snowy_shield, MONSTER, quark:stoneling, 80, 1, 1
2831, none, terralith:snowy_shield, MONSTER, quark:toretoise, 80, 2, 4
2832, none, terralith:snowy_shield, CREATURE, minecraft:wolf, 10, 4, 4
2833, none, terralith:snowy_shield, CREATURE, minecraft:rabbit, 10, 2, 3
2834, none, terralith:snowy_shield, CREATURE, minecraft:chicken, 10, 2, 4
2835, none, terralith:snowy_shield, CREATURE, eidolon:slimy_slug, 10, 2, 3
2836, none, terralith:snowy_shield, CREATURE, naturalist:snail, 10, 2, 3
2837, none, terralith:snowy_shield, CREATURE, naturalist:bluejay, 10, 1, 4
2838, none, terralith:snowy_shield, CREATURE, naturalist:canary, 10, 1, 4
2839, none, terralith:snowy_shield, AMBIENT, minecraft:bat, 10, 8, 8
2840, none, terralith:snowy_shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2841, none, terralith:skylands, MONSTER, minecraft:spider, 80, 4, 4
2842, none, terralith:skylands, MONSTER, minecraft:zombie, 80, 4, 4
2843, none, terralith:skylands, MONSTER, minecraft:zombie_villager, 10, 1, 1
2844, none, terralith:skylands, MONSTER, minecraft:skeleton, 80, 4, 4
2845, none, terralith:skylands, MONSTER, minecraft:creeper, 80, 4, 4
2846, none, terralith:skylands, MONSTER, minecraft:slime, 80, 4, 4
2847, none, terralith:skylands, MONSTER, minecraft:enderman, 5, 1, 4
2848, none, terralith:skylands, MONSTER, minecraft:witch, 5, 1, 1
2849, none, terralith:skylands, MONSTER, minecraft:drowned, 10, 1, 1
2850, none, terralith:skylands, MONSTER, eidolon:wraith, 60, 1, 3
2851, none, terralith:skylands, MONSTER, eidolon:zombie_brute, 60, 1, 3
2852, none, terralith:skylands, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2853, none, terralith:skylands, MONSTER, tconstruct:sky_slime, 80, 2, 4
2854, none, terralith:skylands, MONSTER, goety:wraith, 20, 1, 1
2855, none, terralith:skylands, MONSTER, goety:warlock, 10, 1, 1
2856, none, terralith:skylands, MONSTER, quark:stoneling, 80, 1, 1
2857, none, terralith:skylands, MONSTER, quark:toretoise, 80, 2, 4
2858, none, terralith:skylands, CREATURE, naturalist:snail, 10, 2, 3
2859, none, terralith:skylands, CREATURE, naturalist:snake, 10, 1, 1
2860, none, terralith:skylands, CREATURE, naturalist:bear, 10, 1, 2
2861, none, terralith:skylands, CREATURE, naturalist:deer, 10, 1, 3
2862, none, terralith:skylands, CREATURE, naturalist:cardinal, 10, 1, 4
2863, none, terralith:skylands, CREATURE, naturalist:robin, 10, 1, 4
2864, none, terralith:skylands, CREATURE, naturalist:butterfly, 10, 1, 3
2865, none, terralith:skylands, CREATURE, naturalist:lizard, 15, 1, 2
2866, none, terralith:skylands, AMBIENT, minecraft:bat, 10, 8, 8
2867, none, terralith:skylands, AMBIENT, naturalist:firefly, 10, 2, 3
2868, none, terralith:skylands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2869, none, terralith:skylands, WATER_CREATURE, minecraft:squid, 10, 1, 4
2870, none, terralith:skylands, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2871, none, terralith:skylands, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2872, none, terralith:sakura_grove, MONSTER, minecraft:spider, 80, 4, 4
2873, none, terralith:sakura_grove, MONSTER, minecraft:zombie, 80, 4, 4
2874, none, terralith:sakura_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
2875, none, terralith:sakura_grove, MONSTER, minecraft:skeleton, 80, 4, 4
2876, none, terralith:sakura_grove, MONSTER, minecraft:creeper, 80, 4, 4
2877, none, terralith:sakura_grove, MONSTER, minecraft:slime, 80, 4, 4
2878, none, terralith:sakura_grove, MONSTER, minecraft:enderman, 5, 1, 4
2879, none, terralith:sakura_grove, MONSTER, minecraft:witch, 5, 1, 1
2880, none, terralith:sakura_grove, MONSTER, eidolon:wraith, 60, 1, 3
2881, none, terralith:sakura_grove, MONSTER, eidolon:zombie_brute, 60, 1, 3
2882, none, terralith:sakura_grove, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2883, none, terralith:sakura_grove, MONSTER, tconstruct:sky_slime, 80, 2, 4
2884, none, terralith:sakura_grove, MONSTER, goety:wraith, 20, 1, 1
2885, none, terralith:sakura_grove, MONSTER, goety:warlock, 10, 1, 1
2886, none, terralith:sakura_grove, MONSTER, quark:stoneling, 80, 1, 1
2887, none, terralith:sakura_grove, MONSTER, quark:toretoise, 80, 2, 4
2888, none, terralith:sakura_grove, CREATURE, minecraft:rabbit, 10, 2, 3
2889, none, terralith:sakura_grove, CREATURE, naturalist:snail, 10, 2, 3
2890, none, terralith:sakura_grove, CREATURE, naturalist:snake, 10, 1, 1
2891, none, terralith:sakura_grove, CREATURE, naturalist:bear, 10, 1, 2
2892, none, terralith:sakura_grove, CREATURE, naturalist:deer, 10, 1, 3
2893, none, terralith:sakura_grove, CREATURE, naturalist:cardinal, 10, 1, 4
2894, none, terralith:sakura_grove, CREATURE, naturalist:robin, 10, 1, 4
2895, none, terralith:sakura_grove, CREATURE, naturalist:butterfly, 10, 1, 3
2896, none, terralith:sakura_grove, CREATURE, naturalist:lizard, 15, 1, 2
2897, none, terralith:sakura_grove, AMBIENT, minecraft:bat, 10, 8, 8
2898, none, terralith:sakura_grove, AMBIENT, naturalist:firefly, 10, 2, 3
2899, none, terralith:sakura_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2900, none, terralith:skylands_summer, MONSTER, minecraft:spider, 80, 4, 4
2901, none, terralith:skylands_summer, MONSTER, minecraft:zombie, 80, 4, 4
2902, none, terralith:skylands_summer, MONSTER, minecraft:zombie_villager, 10, 1, 1
2903, none, terralith:skylands_summer, MONSTER, minecraft:skeleton, 80, 4, 4
2904, none, terralith:skylands_summer, MONSTER, minecraft:creeper, 80, 4, 4
2905, none, terralith:skylands_summer, MONSTER, minecraft:slime, 80, 4, 4
2906, none, terralith:skylands_summer, MONSTER, minecraft:enderman, 5, 1, 4
2907, none, terralith:skylands_summer, MONSTER, minecraft:witch, 5, 1, 1
2908, none, terralith:skylands_summer, MONSTER, minecraft:drowned, 10, 1, 1
2909, none, terralith:skylands_summer, MONSTER, eidolon:wraith, 60, 1, 3
2910, none, terralith:skylands_summer, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2911, none, terralith:skylands_summer, MONSTER, eidolon:zombie_brute, 60, 1, 3
2912, none, terralith:skylands_summer, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2913, none, terralith:skylands_summer, MONSTER, tconstruct:sky_slime, 80, 2, 4
2914, none, terralith:skylands_summer, MONSTER, goety:wraith, 20, 1, 1
2915, none, terralith:skylands_summer, MONSTER, goety:warlock, 10, 1, 1
2916, none, terralith:skylands_summer, MONSTER, quark:stoneling, 80, 1, 1
2917, none, terralith:skylands_summer, MONSTER, quark:toretoise, 80, 2, 4
2918, none, terralith:skylands_summer, CREATURE, minecraft:parrot, 10, 1, 1
2919, none, terralith:skylands_summer, CREATURE, naturalist:coral_snake, 10, 1, 1
2920, none, terralith:skylands_summer, CREATURE, naturalist:hippo, 15, 3, 4
2921, none, terralith:skylands_summer, CREATURE, naturalist:lizard, 15, 1, 2
2922, none, terralith:skylands_summer, CREATURE, naturalist:tortoise, 15, 1, 2
2923, none, terralith:skylands_summer, AMBIENT, minecraft:bat, 10, 8, 8
2924, none, terralith:skylands_summer, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2925, none, terralith:skylands_summer, WATER_CREATURE, minecraft:squid, 10, 1, 4
2926, none, terralith:skylands_summer, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2927, none, terralith:skylands_summer, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2928, none, terralith:desert_spires, MONSTER, minecraft:spider, 80, 4, 4
2929, none, terralith:desert_spires, MONSTER, minecraft:zombie, 19, 4, 4
2930, none, terralith:desert_spires, MONSTER, minecraft:zombie_villager, 10, 1, 1
2931, none, terralith:desert_spires, MONSTER, minecraft:skeleton, 80, 4, 4
2932, none, terralith:desert_spires, MONSTER, minecraft:creeper, 80, 4, 4
2933, none, terralith:desert_spires, MONSTER, minecraft:slime, 80, 4, 4
2934, none, terralith:desert_spires, MONSTER, minecraft:enderman, 5, 1, 4
2935, none, terralith:desert_spires, MONSTER, minecraft:witch, 5, 1, 1
2936, none, terralith:desert_spires, MONSTER, minecraft:husk, 80, 4, 4
2937, none, terralith:desert_spires, MONSTER, eidolon:wraith, 60, 1, 3
2938, none, terralith:desert_spires, MONSTER, graveyard:nightmare, 10, 1, 1
2939, none, terralith:desert_spires, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2940, none, terralith:desert_spires, MONSTER, eidolon:zombie_brute, 60, 1, 3
2941, none, terralith:desert_spires, MONSTER, decoration_delight:stool_entity, 20, 4, 4
2942, none, terralith:desert_spires, MONSTER, tconstruct:sky_slime, 80, 2, 4
2943, none, terralith:desert_spires, MONSTER, goety:wraith, 20, 1, 1
